s,x,y,kappa
3.98,2.7385543346060395,0.7259886947616826,-1.7840723311517928
3.99,2.7438071191603215,0.7174795968755148,-1.6635508434961324
4.0,2.748888438441635,0.7088669661353527,-1.5242865821865863
4.01,2.7538164248503176,0.7001656553346977,-1.3677057025844124
4.02,2.7586100870268275,0.6913895954150165,-1.1966502010050168
4.03,2.763289149421899,0.6825518761737184,-1.0153249907781305
4.04,2.7678739377110393,0.6736648621142091,-0.8289228952263435
4.05,2.772385306684681,0.6647403362319347,-0.6430359563728607
4.06,2.776844605716159,0.6557896666623363,-0.4629771993183767
4.07,2.781273675940084,0.6468239931953617,-0.29313053984756093
4.08,2.7856948725649855,0.6378544325261003,-0.13643729055715287
4.09,2.790131104949194,0.6288923026255946,0.005895203241101568
4.1,2.794605872928221,0.6199493611083088,0.13440846663693762
4.11,2.799123936630425,0.6110282023751515,0.2511141009798291
4.12,2.8036547053736602,0.6021134893188732,0.3589605491818967
4.13,2.808207084142058,0.5932097948565327,0.46115839742396236
4.14,2.812791978132776,0.5843228041118097,0.5605143743737813
4.15,2.8174201845495683,0.5754582979500189,0.6588901802904454
4.16,2.8221023775778717,0.5666221949421025,0.756869961729579
4.17,2.826849088536757,0.5578205903110798,0.85365727226016
4.18,2.8316706809707566,0.549059791598094,0.9471626169931542
4.19,2.836577319898852,0.5403463503248589,1.0342495278396402
4.2,2.8415789345690103,0.5316870887836476,1.1110999366408307
4.21,2.8466851742438926,0.5230891209400533,1.1736567607558286
4.22,2.8519053567743016,0.5145598662994628,1.2181094094626677
4.23,2.8572484100099893,0.5061070554825277,1.2413764215124898
4.24,2.8627228064789776,0.49773872621338217,1.2415265815349747
4.25,2.868336496980416,0.4894632118283266,1.2180785981160394
4.26,2.87409323439508,0.48128654582026636,1.1721370748237336
4.27,2.8799549183341093,0.4731847158315463,1.106354121400722
4.28,2.885906738467087,0.46514886517191195,1.0247345133277295
4.29,2.8919446024607276,0.4571774579551196,0.9323160004887158
4.3,2.898063992725795,0.4492684580086517,0.8347543476294472
4.31,2.9042599758136496,0.4414193116335787,0.7378378577347168
4.32,2.9105270624552357,0.4336268131220997,0.6469627598535799
4.33,2.9168239372806313,0.4258583275435639,0.5666212929199183
4.34,2.9231254110559424,0.41809357262604013,0.49998674599179854
4.35,2.9294386054507098,0.41033834549238135,0.44869566320707027
4.36,2.935769351576243,0.40259744110891277,0.41290124446082044
4.37,2.942122408451182,0.39487483852676863,0.3916079844875498
4.38,2.94850149351652,0.3871737234319642,0.3832144255812525
4.39,2.9549093087055964,0.3794964982073994,0.3861203669772706
4.4,2.9613475626807007,0.37184478220687267,0.39922663509581696
4.41,2.967816988849979,0.36421940391725693,0.42218268975946543
4.42,2.974317358640317,0.35662038644222627,0.45531270915884975
4.43,2.980847489312831,0.3490469275272473,0.4992512923266239
4.44,2.987405245375885,0.34149737516007583,0.5544058226115087
4.45,2.9939875323408076,0.3339691995904418,0.6204240455967343
4.46,3.000590272177017,0.3264589544641958,0.6958486384239871
4.47,3.0072136545069017,0.3189669188383224,0.7780634052836156
4.48,3.013901681130705,0.3115325748525426,0.8635458402419453
4.49,3.020668429178264,0.3041698187430417,0.9483515671045766
4.5,3.0275179610050227,0.2968840202827916,1.0286773599178731
